rank	channel	sendCount	recvCount	sendBytes	recvBytes	sendPostCount	recvPostCount	sendWaitSpins	recvWaitSpins	sendMaxWaitSpins	recvMaxWaitSpins	lastSendTimestamp	lastRecvTimestamp	lastAnyTimestamp
8	0	22	340	40968	40968	22	340	26977	21836	0	0	7653804503319	7653804506995	7653804507099
8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2	0	0	0	0	0	0	0	0	0	0	0	0	0
8	3	0	0	0	0	0	0	0	0	0	0	0	0	0
8	4	0	0	0	0	0	0	0	0	0	0	0	0	0
8	5	0	0	0	0	0	0	0	0	0	0	0	0	0
8	6	0	0	0	0	0	0	0	0	0	0	0	0	0
8	7	0	0	0	0	0	0	0	0	0	0	0	0	0
8	8	0	0	0	0	0	0	0	0	0	0	0	0	0
8	9	0	0	0	0	0	0	0	0	0	0	0	0	0
8	10	0	0	0	0	0	0	0	0	0	0	0	0	0
8	11	0	0	0	0	0	0	0	0	0	0	0	0	0
8	12	0	0	0	0	0	0	0	0	0	0	0	0	0
8	13	0	0	0	0	0	0	0	0	0	0	0	0	0
8	14	0	0	0	0	0	0	0	0	0	0	0	0	0
8	15	0	0	0	0	0	0	0	0	0	0	0	0	0
8	16	0	0	0	0	0	0	0	0	0	0	0	0	0
8	17	0	0	0	0	0	0	0	0	0	0	0	0	0
8	18	0	0	0	0	0	0	0	0	0	0	0	0	0
8	19	0	0	0	0	0	0	0	0	0	0	0	0	0
8	20	0	0	0	0	0	0	0	0	0	0	0	0	0
8	21	0	0	0	0	0	0	0	0	0	0	0	0	0
8	22	0	0	0	0	0	0	0	0	0	0	0	0	0
8	23	0	0	0	0	0	0	0	0	0	0	0	0	0
8	24	0	0	0	0	0	0	0	0	0	0	0	0	0
8	25	0	0	0	0	0	0	0	0	0	0	0	0	0
8	26	0	0	0	0	0	0	0	0	0	0	0	0	0
8	27	0	0	0	0	0	0	0	0	0	0	0	0	0
8	28	0	0	0	0	0	0	0	0	0	0	0	0	0
8	29	0	0	0	0	0	0	0	0	0	0	0	0	0
8	30	0	0	0	0	0	0	0	0	0	0	0	0	0
8	31	0	0	0	0	0	0	0	0	0	0	0	0	0
