rank	channel	sendCount	recvCount	sendBytes	recvBytes	sendPostCount	recvPostCount	sendWaitSpins	recvWaitSpins	sendMaxWaitSpins	recvMaxWaitSpins	lastSendTimestamp	lastRecvTimestamp	lastAnyTimestamp
2	0	80	340	40968	30728	80	340	10471	287224	0	0	7653812464751	7653812470611	7653812470711
2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
2	6	0	0	0	0	0	0	0	0	0	0	0	0	0
2	7	0	0	0	0	0	0	0	0	0	0	0	0	0
2	8	0	0	0	0	0	0	0	0	0	0	0	0	0
2	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
2	11	0	0	0	0	0	0	0	0	0	0	0	0	0
2	12	0	0	0	0	0	0	0	0	0	0	0	0	0
2	13	0	0	0	0	0	0	0	0	0	0	0	0	0
2	14	0	0	0	0	0	0	0	0	0	0	0	0	0
2	15	0	0	0	0	0	0	0	0	0	0	0	0	0
2	16	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	0	0	0	0	0	0	0	0	0	0	0	0	0
2	18	0	0	0	0	0	0	0	0	0	0	0	0	0
2	19	0	0	0	0	0	0	0	0	0	0	0	0	0
2	20	0	0	0	0	0	0	0	0	0	0	0	0	0
2	21	0	0	0	0	0	0	0	0	0	0	0	0	0
2	22	0	0	0	0	0	0	0	0	0	0	0	0	0
2	23	0	0	0	0	0	0	0	0	0	0	0	0	0
2	24	0	0	0	0	0	0	0	0	0	0	0	0	0
2	25	0	0	0	0	0	0	0	0	0	0	0	0	0
2	26	0	0	0	0	0	0	0	0	0	0	0	0	0
2	27	0	0	0	0	0	0	0	0	0	0	0	0	0
2	28	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	0	0	0	0	0	0	0	0	0	0	0	0	0
2	30	0	0	0	0	0	0	0	0	0	0	0	0	0
2	31	0	0	0	0	0	0	0	0	0	0	0	0	0
