rank	channel	sendCount	recvCount	sendBytes	recvBytes	sendPostCount	recvPostCount	sendWaitSpins	recvWaitSpins	sendMaxWaitSpins	recvMaxWaitSpins	lastSendTimestamp	lastRecvTimestamp	lastAnyTimestamp
12	0	22	340	40968	40968	22	340	267231	191030	0	0	7653777503892	7653777505368	7653777505468
12	1	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2	0	0	0	0	0	0	0	0	0	0	0	0	0
12	3	0	0	0	0	0	0	0	0	0	0	0	0	0
12	4	0	0	0	0	0	0	0	0	0	0	0	0	0
12	5	0	0	0	0	0	0	0	0	0	0	0	0	0
12	6	0	0	0	0	0	0	0	0	0	0	0	0	0
12	7	0	0	0	0	0	0	0	0	0	0	0	0	0
12	8	0	0	0	0	0	0	0	0	0	0	0	0	0
12	9	0	0	0	0	0	0	0	0	0	0	0	0	0
12	10	0	0	0	0	0	0	0	0	0	0	0	0	0
12	11	0	0	0	0	0	0	0	0	0	0	0	0	0
12	12	0	0	0	0	0	0	0	0	0	0	0	0	0
12	13	0	0	0	0	0	0	0	0	0	0	0	0	0
12	14	0	0	0	0	0	0	0	0	0	0	0	0	0
12	15	0	0	0	0	0	0	0	0	0	0	0	0	0
12	16	0	0	0	0	0	0	0	0	0	0	0	0	0
12	17	0	0	0	0	0	0	0	0	0	0	0	0	0
12	18	0	0	0	0	0	0	0	0	0	0	0	0	0
12	19	0	0	0	0	0	0	0	0	0	0	0	0	0
12	20	0	0	0	0	0	0	0	0	0	0	0	0	0
12	21	0	0	0	0	0	0	0	0	0	0	0	0	0
12	22	0	0	0	0	0	0	0	0	0	0	0	0	0
12	23	0	0	0	0	0	0	0	0	0	0	0	0	0
12	24	0	0	0	0	0	0	0	0	0	0	0	0	0
12	25	0	0	0	0	0	0	0	0	0	0	0	0	0
12	26	0	0	0	0	0	0	0	0	0	0	0	0	0
12	27	0	0	0	0	0	0	0	0	0	0	0	0	0
12	28	0	0	0	0	0	0	0	0	0	0	0	0	0
12	29	0	0	0	0	0	0	0	0	0	0	0	0	0
12	30	0	0	0	0	0	0	0	0	0	0	0	0	0
12	31	0	0	0	0	0	0	0	0	0	0	0	0	0
