rank	channel	sendCount	recvCount	sendBytes	recvBytes	sendPostCount	recvPostCount	sendWaitSpins	recvWaitSpins	sendMaxWaitSpins	recvMaxWaitSpins	lastSendTimestamp	lastRecvTimestamp	lastAnyTimestamp
13	0	22	340	40968	40968	22	340	287195	103153	0	0	7653777442721	7653777443705	7653777443805
13	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2	0	0	0	0	0	0	0	0	0	0	0	0	0
13	3	0	0	0	0	0	0	0	0	0	0	0	0	0
13	4	0	0	0	0	0	0	0	0	0	0	0	0	0
13	5	0	0	0	0	0	0	0	0	0	0	0	0	0
13	6	0	0	0	0	0	0	0	0	0	0	0	0	0
13	7	0	0	0	0	0	0	0	0	0	0	0	0	0
13	8	0	0	0	0	0	0	0	0	0	0	0	0	0
13	9	0	0	0	0	0	0	0	0	0	0	0	0	0
13	10	0	0	0	0	0	0	0	0	0	0	0	0	0
13	11	0	0	0	0	0	0	0	0	0	0	0	0	0
13	12	0	0	0	0	0	0	0	0	0	0	0	0	0
13	13	0	0	0	0	0	0	0	0	0	0	0	0	0
13	14	0	0	0	0	0	0	0	0	0	0	0	0	0
13	15	0	0	0	0	0	0	0	0	0	0	0	0	0
13	16	0	0	0	0	0	0	0	0	0	0	0	0	0
13	17	0	0	0	0	0	0	0	0	0	0	0	0	0
13	18	0	0	0	0	0	0	0	0	0	0	0	0	0
13	19	0	0	0	0	0	0	0	0	0	0	0	0	0
13	20	0	0	0	0	0	0	0	0	0	0	0	0	0
13	21	0	0	0	0	0	0	0	0	0	0	0	0	0
13	22	0	0	0	0	0	0	0	0	0	0	0	0	0
13	23	0	0	0	0	0	0	0	0	0	0	0	0	0
13	24	0	0	0	0	0	0	0	0	0	0	0	0	0
13	25	0	0	0	0	0	0	0	0	0	0	0	0	0
13	26	0	0	0	0	0	0	0	0	0	0	0	0	0
13	27	0	0	0	0	0	0	0	0	0	0	0	0	0
13	28	0	0	0	0	0	0	0	0	0	0	0	0	0
13	29	0	0	0	0	0	0	0	0	0	0	0	0	0
13	30	0	0	0	0	0	0	0	0	0	0	0	0	0
13	31	0	0	0	0	0	0	0	0	0	0	0	0	0
