rank	channel	sendCount	recvCount	sendBytes	recvBytes	sendPostCount	recvPostCount	sendWaitSpins	recvWaitSpins	sendMaxWaitSpins	recvMaxWaitSpins	lastSendTimestamp	lastRecvTimestamp	lastAnyTimestamp
6	0	22	340	40968	40968	22	340	68372	125392	0	0	7653790721062	7653790725646	7653790725746
6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
6	3	0	0	0	0	0	0	0	0	0	0	0	0	0
6	4	0	0	0	0	0	0	0	0	0	0	0	0	0
6	5	0	0	0	0	0	0	0	0	0	0	0	0	0
6	6	0	0	0	0	0	0	0	0	0	0	0	0	0
6	7	0	0	0	0	0	0	0	0	0	0	0	0	0
6	8	0	0	0	0	0	0	0	0	0	0	0	0	0
6	9	0	0	0	0	0	0	0	0	0	0	0	0	0
6	10	0	0	0	0	0	0	0	0	0	0	0	0	0
6	11	0	0	0	0	0	0	0	0	0	0	0	0	0
6	12	0	0	0	0	0	0	0	0	0	0	0	0	0
6	13	0	0	0	0	0	0	0	0	0	0	0	0	0
6	14	0	0	0	0	0	0	0	0	0	0	0	0	0
6	15	0	0	0	0	0	0	0	0	0	0	0	0	0
6	16	0	0	0	0	0	0	0	0	0	0	0	0	0
6	17	0	0	0	0	0	0	0	0	0	0	0	0	0
6	18	0	0	0	0	0	0	0	0	0	0	0	0	0
6	19	0	0	0	0	0	0	0	0	0	0	0	0	0
6	20	0	0	0	0	0	0	0	0	0	0	0	0	0
6	21	0	0	0	0	0	0	0	0	0	0	0	0	0
6	22	0	0	0	0	0	0	0	0	0	0	0	0	0
6	23	0	0	0	0	0	0	0	0	0	0	0	0	0
6	24	0	0	0	0	0	0	0	0	0	0	0	0	0
6	25	0	0	0	0	0	0	0	0	0	0	0	0	0
6	26	0	0	0	0	0	0	0	0	0	0	0	0	0
6	27	0	0	0	0	0	0	0	0	0	0	0	0	0
6	28	0	0	0	0	0	0	0	0	0	0	0	0	0
6	29	0	0	0	0	0	0	0	0	0	0	0	0	0
6	30	0	0	0	0	0	0	0	0	0	0	0	0	0
6	31	0	0	0	0	0	0	0	0	0	0	0	0	0
