rank	channel	sendCount	recvCount	sendBytes	recvBytes	sendPostCount	recvPostCount	sendWaitSpins	recvWaitSpins	sendMaxWaitSpins	recvMaxWaitSpins	lastSendTimestamp	lastRecvTimestamp	lastAnyTimestamp
14	0	22	360	40968	40968	22	360	39052	37527	0	0	7618845337277	7618845339237	7618845339333
14	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2	0	0	0	0	0	0	0	0	0	0	0	0	0
14	3	0	0	0	0	0	0	0	0	0	0	0	0	0
14	4	0	0	0	0	0	0	0	0	0	0	0	0	0
14	5	0	0	0	0	0	0	0	0	0	0	0	0	0
14	6	0	0	0	0	0	0	0	0	0	0	0	0	0
14	7	0	0	0	0	0	0	0	0	0	0	0	0	0
14	8	0	0	0	0	0	0	0	0	0	0	0	0	0
14	9	0	0	0	0	0	0	0	0	0	0	0	0	0
14	10	0	0	0	0	0	0	0	0	0	0	0	0	0
14	11	0	0	0	0	0	0	0	0	0	0	0	0	0
14	12	0	0	0	0	0	0	0	0	0	0	0	0	0
14	13	0	0	0	0	0	0	0	0	0	0	0	0	0
14	14	0	0	0	0	0	0	0	0	0	0	0	0	0
14	15	0	0	0	0	0	0	0	0	0	0	0	0	0
14	16	0	0	0	0	0	0	0	0	0	0	0	0	0
14	17	0	0	0	0	0	0	0	0	0	0	0	0	0
14	18	0	0	0	0	0	0	0	0	0	0	0	0	0
14	19	0	0	0	0	0	0	0	0	0	0	0	0	0
14	20	0	0	0	0	0	0	0	0	0	0	0	0	0
14	21	0	0	0	0	0	0	0	0	0	0	0	0	0
14	22	0	0	0	0	0	0	0	0	0	0	0	0	0
14	23	0	0	0	0	0	0	0	0	0	0	0	0	0
14	24	0	0	0	0	0	0	0	0	0	0	0	0	0
14	25	0	0	0	0	0	0	0	0	0	0	0	0	0
14	26	0	0	0	0	0	0	0	0	0	0	0	0	0
14	27	0	0	0	0	0	0	0	0	0	0	0	0	0
14	28	0	0	0	0	0	0	0	0	0	0	0	0	0
14	29	0	0	0	0	0	0	0	0	0	0	0	0	0
14	30	0	0	0	0	0	0	0	0	0	0	0	0	0
14	31	0	0	0	0	0	0	0	0	0	0	0	0	0
