rank	channel	sendCount	recvCount	sendBytes	recvBytes	sendPostCount	recvPostCount	sendWaitSpins	recvWaitSpins	sendMaxWaitSpins	recvMaxWaitSpins	lastSendTimestamp	lastRecvTimestamp	lastAnyTimestamp
11	0	22	360	40968	40968	22	360	37372	52300	0	0	7618867936270	7618867937026	7618867937126
11	1	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2	0	0	0	0	0	0	0	0	0	0	0	0	0
11	3	0	0	0	0	0	0	0	0	0	0	0	0	0
11	4	0	0	0	0	0	0	0	0	0	0	0	0	0
11	5	0	0	0	0	0	0	0	0	0	0	0	0	0
11	6	0	0	0	0	0	0	0	0	0	0	0	0	0
11	7	0	0	0	0	0	0	0	0	0	0	0	0	0
11	8	0	0	0	0	0	0	0	0	0	0	0	0	0
11	9	0	0	0	0	0	0	0	0	0	0	0	0	0
11	10	0	0	0	0	0	0	0	0	0	0	0	0	0
11	11	0	0	0	0	0	0	0	0	0	0	0	0	0
11	12	0	0	0	0	0	0	0	0	0	0	0	0	0
11	13	0	0	0	0	0	0	0	0	0	0	0	0	0
11	14	0	0	0	0	0	0	0	0	0	0	0	0	0
11	15	0	0	0	0	0	0	0	0	0	0	0	0	0
11	16	0	0	0	0	0	0	0	0	0	0	0	0	0
11	17	0	0	0	0	0	0	0	0	0	0	0	0	0
11	18	0	0	0	0	0	0	0	0	0	0	0	0	0
11	19	0	0	0	0	0	0	0	0	0	0	0	0	0
11	20	0	0	0	0	0	0	0	0	0	0	0	0	0
11	21	0	0	0	0	0	0	0	0	0	0	0	0	0
11	22	0	0	0	0	0	0	0	0	0	0	0	0	0
11	23	0	0	0	0	0	0	0	0	0	0	0	0	0
11	24	0	0	0	0	0	0	0	0	0	0	0	0	0
11	25	0	0	0	0	0	0	0	0	0	0	0	0	0
11	26	0	0	0	0	0	0	0	0	0	0	0	0	0
11	27	0	0	0	0	0	0	0	0	0	0	0	0	0
11	28	0	0	0	0	0	0	0	0	0	0	0	0	0
11	29	0	0	0	0	0	0	0	0	0	0	0	0	0
11	30	0	0	0	0	0	0	0	0	0	0	0	0	0
11	31	0	0	0	0	0	0	0	0	0	0	0	0	0
