rank	channel	sendCount	recvCount	sendBytes	recvBytes	sendPostCount	recvPostCount	sendWaitSpins	recvWaitSpins	sendMaxWaitSpins	recvMaxWaitSpins	lastSendTimestamp	lastRecvTimestamp	lastAnyTimestamp
7	0	17	360	30728	20484	17	360	1331	42946	0	0	7618856235610	7618856242830	7618856242930
7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7	3	0	0	0	0	0	0	0	0	0	0	0	0	0
7	4	0	0	0	0	0	0	0	0	0	0	0	0	0
7	5	0	0	0	0	0	0	0	0	0	0	0	0	0
7	6	0	0	0	0	0	0	0	0	0	0	0	0	0
7	7	0	0	0	0	0	0	0	0	0	0	0	0	0
7	8	0	0	0	0	0	0	0	0	0	0	0	0	0
7	9	0	0	0	0	0	0	0	0	0	0	0	0	0
7	10	0	0	0	0	0	0	0	0	0	0	0	0	0
7	11	0	0	0	0	0	0	0	0	0	0	0	0	0
7	12	0	0	0	0	0	0	0	0	0	0	0	0	0
7	13	0	0	0	0	0	0	0	0	0	0	0	0	0
7	14	0	0	0	0	0	0	0	0	0	0	0	0	0
7	15	0	0	0	0	0	0	0	0	0	0	0	0	0
7	16	0	0	0	0	0	0	0	0	0	0	0	0	0
7	17	0	0	0	0	0	0	0	0	0	0	0	0	0
7	18	0	0	0	0	0	0	0	0	0	0	0	0	0
7	19	0	0	0	0	0	0	0	0	0	0	0	0	0
7	20	0	0	0	0	0	0	0	0	0	0	0	0	0
7	21	0	0	0	0	0	0	0	0	0	0	0	0	0
7	22	0	0	0	0	0	0	0	0	0	0	0	0	0
7	23	0	0	0	0	0	0	0	0	0	0	0	0	0
7	24	0	0	0	0	0	0	0	0	0	0	0	0	0
7	25	0	0	0	0	0	0	0	0	0	0	0	0	0
7	26	0	0	0	0	0	0	0	0	0	0	0	0	0
7	27	0	0	0	0	0	0	0	0	0	0	0	0	0
7	28	0	0	0	0	0	0	0	0	0	0	0	0	0
7	29	0	0	0	0	0	0	0	0	0	0	0	0	0
7	30	0	0	0	0	0	0	0	0	0	0	0	0	0
7	31	0	0	0	0	0	0	0	0	0	0	0	0	0
